"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Dinosauria&taxon_reso=species&idqual=certain&pres=regular&interval=Triassic,Cretaceous&show=acconly"
"Access Time","Wed 2019-06-12 10:22:05 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Dinosauria"
"","idreso","species"
"","idqual","certain"
"","interval","Triassic,Cretaceous"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","acconly"
"Elapsed Time","0.428"
"Records Found","3189"
"Records Returned","3189"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"782321","occ","","","51033","Mahakala omnogovae","species","133919","Late Campanian","","83.5","70.6","28248"
"782372","occ","","","84309","Achillesaurus manazzonei","species","133926","Santonian","","86.3","83.6","28254"
"783843","occ","","","84444","Teviornis gobiensis","species","134342","Late Campanian","Early Maastrichtian","83.5","66","28286"
"784282","occ","","","79657","Changchengornis hengdaoziensis","species","134755","Berriasian","Barremian","145","125","28335"
"784476","occ","","","84559","Scelidosaurus harrisonii","species","53042","Sinemurian","","199.3","190.8","28369"
"785829","occ","","","84711","Huanghetitan liujiaxiaensis","species","133728","Aptian","","125","113","28417"
"786393","occ","","","84840","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"786394","occ","","","84841","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"786395","occ","","","84842","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"786396","occ","","","84843","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"786397","occ","","","84844","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"786398","occ","","","84845","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"786399","occ","","","84846","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"786400","occ","","","84847","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"786401","occ","","","84848","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","24665"
"786406","occ","","","39265","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","28486"
"786409","occ","","","84840","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","28486"
"787589","occ","","","85063","Majungasaurus crenatissimus","species","53959","Maastrichtian","","72.1","66","28486"
"787590","occ","","","85063","Masiakasaurus knopfleri","species","56389","Maastrichtian","","72.1","66","28486"
"788611","occ","","","85189","Alamosaurus sanjuanensis","species","63399","Maastrichtian","","72.1","66","28672"
"788613","occ","","","85191","Alamosaurus sanjuanensis","species","63399","Maastrichtian","","72.1","66","28672"
"788685","occ","","","85236","Brodavis varneri","species","137269","Middle Campanian","","83.5","70.6","28685"
"788686","occ","","","85237","Nanantius eos","species","81247","Albian","","113","100.5","17470"
"788687","occ","","","85238","Parahesperornis alexi","species","137277","Coniacian","Santonian","89.8","83.6","28688"
"788688","occ","","","28006","Concornis lacustris","species","100984","Late Barremian","","130","125.45","24393"
"788811","occ","","","85255","Eocathayornis walkeri","species","137351","Aptian","","125","113","28698"
"788827","occ","33397","","85257","Vouivria damparisensis","species","352538","Middle Oxfordian","Late Oxfordian","161.2","155.7","62226"
"788831","occ","","","85258","Yanornis martini","species","119337","Aptian","","125","113","26687"
"788836","occ","","","85261","Eoconfuciusornis zhengi","species","137357","Hauterivian","Barremian","132.9","125","28705"
"788837","occ","","","85262","Longipteryx chaoyangensis","species","137361","Aptian","","125","113","26687"
"788838","occ","","","68022","Paraprotopteryx gracilis","species","137363","Late Barremian","Early Aptian","130","122.46","28708"
"788952","occ","","","85276","Ichthyornis dispar","species","54877","Coniacian","Santonian","89.8","83.6","34465"
"788953","occ","","","85276","Ichthyornis dispar","species","54877","Coniacian","Santonian","89.8","83.6","34448"
"788957","occ","","","85278","Baptornis advenus","species","52957","Coniacian","Santonian","89.8","83.6","28718"
"788967","occ","","","85282","Baptornis advenus","species","52957","Coniacian","","89.8","86.3","28728"
"788970","occ","","","85283","Hesperornis montana","species","137381","Early Campanian","","83.5","70.6","28730"
"788971","occ","","","85284","Hesperornis regalis","species","96488","Late Santonian","","85.8","83.5","34551"
"788973","occ","","","85285","Sinornis santensis","species","137389","Aptian","","125","113","28732"
"788975","occ","","","85286","Hesperornis rossicus","species","137392","Early Campanian","","83.5","70.6","38129"
"788976","occ","","","85287","Ambiortus dementjevi","species","137395","Hauterivian","Barremian","132.9","125","18352"
"788977","occ","","","85288","Liaoningornis longidigitris","species","137402","Early Aptian","","125.45","122.46","28733"
"788979","occ","","","85289","Enaliornis barretti","species","137413","Late Albian","","105.3","99.6","34907"
"788980","occ","","","85289","Enaliornis sedgwicki","species","137414","Late Albian","","105.3","99.6","34907"
"788991","occ","","","85293","Noguerornis gonzalezi","species","137424","Barremian","","129.4","125","28742"
"788996","occ","","","85294","Apatornis celer","species","118785","Coniacian","Santonian","89.8","83.6","28744"
"789015","occ","","","85296","Otogornis genghisi","species","137493","Early Cretaceous","","145","100.5","38777"
"789020","occ","","","85298","Confuciusornis sanctus","species","67261","Late Barremian","Early Aptian","130","122.46","28753"
"789022","occ","","","27891","Epidexipteryx hui","species","137498","Early Callovian","","164.7","161.2","28756"
"790006","occ","","","85486","Heterodontosaurus tucki","species","52902","Hettangian","Sinemurian","201.3","190.8","28878"
"790049","occ","","","85498","Saurornitholestes langstoni","species","54556","Maastrichtian","","72.1","66","28887"
"790076","occ","","","85499","Dromaeosaurus albertensis","species","54550","Maastrichtian","","72.1","66","28887"
"790098","occ","","","85501","Skorpiovenator bustingorryi","species","138557","Late Cenomanian","Turonian","99.6","89.8","28889"
"794235","occ","25890","","60285","Enantiophoenix electrophyla","species","203287","Early Cenomanian","Middle Cenomanian","99.6","93.5","38193"
"795820","occ","","","86439","Pitekunsaurus macayai","species","140726","Early Campanian","Middle Campanian","83.5","70.6","29117"
"795827","occ","32457","","11582","Platyceratops tatarinovi","species","58851","Campanian","","83.6","72.1","11744"
"796106","occ","","","55363","Albertonykus borealis","species","140788","Early Maastrichtian","","70.6","66","29124"
"796110","occ","27626","","55363","Hypacrosaurus altispinus","species","56406","Early Maastrichtian","","70.6","66","43426"
"796112","occ","27628","","55363","Atrociraptor marshalli","species","132126","Early Maastrichtian","","70.6","66","43426"
"796176","occ","","","86485","Malarguesaurus florenciae","species","140854","Early Coniacian","Middle Coniacian","89.3","85.8","29128"
"796183","occ","","","86489","Malarguesaurus florenciae","species","140854","Early Coniacian","Middle Coniacian","89.3","85.8","29128"
"796323","occ","","","13305","Alvarezsaurus calvoi","species","64775","Santonian","","86.3","83.6","12794"
"796327","occ","","","14517","Cimolopteryx maxima","species","141042","Lancian","","70.6","66","29037"
"796328","occ","","","14565","Lamarqueavis minima","species","141043","Lancian","","70.6","66","33900"
"796329","occ","","","14519","Lamarqueavis petra","species","141044","Lancian","","70.6","66","29037"
"796330","occ","","","14519","Cimolopteryx maxima","species","141042","Lancian","","70.6","66","33900"
"796335","occ","","","14519","Pectinodon bakkeri","species","54819","Lancian","","70.6","66","12202"
"796337","occ","","","14519","Troodon formosus","species","54818","Lancian","","70.6","66","12202"
"796338","occ","","","86515","Vagaceratops irvinensis","species","64731","Late Campanian","","83.5","70.6","6978"
"796342","occ","","","32370","Limenavis patagonica","species","134885","Late Campanian","Early Maastrichtian","83.5","66","28366"
"796343","occ","","","14585","Lonchodytes estesi","species","141051","Late Maastrichtian","","70.6","66","33900"
"796373","occ","","","14585","Torotix clemensi","species","141072","Late Maastrichtian","","70.6","66","33900"
"796374","occ","","","14585","Ceramornis major","species","141073","Late Maastrichtian","","70.6","66","33900"
"800075","occ","","","87089","Miragaia longicollum","species","142525","Late Kimmeridgian","Early Tithonian","155.7","145","29300"
"800076","occ","","","87090","Panphagia protos","species","142534","Carnian","","237","228","29302"
"801924","occ","30831","","87221","Fukuititan nipponensis","species","202264","Late Barremian","Aptian","130","113","37922"
"803989","occ","","","59410","Magyarosaurus dacus","species","64331","Late Campanian","Early Maastrichtian","83.5","66","29483"
"803990","occ","","","59410","Magyarosaurus dacus","species","64331","Late Campanian","Early Maastrichtian","83.5","66","29483"
"804049","occ","","","67974","Garudimimus brevipes","species","57267","Cenomanian","Santonian","100.5","83.6","29489"
"804050","occ","32458","","11582","Ajancingenia yanshini","species","57022","Campanian","","83.6","72.1","29489"
"805393","occ","","","14463","Hesperonychus elizabethae","species","143268","Judithian","","83.5","70.6","29426"
"805394","occ","","","52991","Hesperonychus elizabethae","species","143268","Late Campanian","","83.5","70.6","29426"
"805395","occ","","","22697","Hesperonychus elizabethae","species","143268","Late Campanian","","83.5","70.6","29426"
"805396","occ","","","48686","Hesperonychus elizabethae","species","143268","Late Campanian","","83.5","70.6","29426"
"805400","occ","","","87902","Laornis edvardsianus","species","118795","Late Maastrichtian","","70.6","66","29790"
"805403","occ","","","87903","Telmatornis priscus","species","119225","Late Maastrichtian","","70.6","66","29790"
"805404","occ","","","87903","Telmatornis priscus","species","119225","Late Maastrichtian","","70.6","66","29790"
"805411","occ","","","87904","Telmatornis priscus","species","119225","Late Maastrichtian","","70.6","66","29790"
"805412","occ","","","87905","Palaeotringa littoralis","species","119222","Late Maastrichtian","","70.6","66","29790"
"806034","occ","","","88034","Graculavus velox","species","118786","Late Maastrichtian","","70.6","66","34551"
"806035","occ","","","88034","Anatalavis rex","species","134700","Late Maastrichtian","","70.6","66","57738"
"806037","occ","","","88034","Palaeotringa vagans","species","119223","Late Maastrichtian","","70.6","66","34551"
"806552","occ","","","88097","Psittacosaurus mongoliensis","species","52831","Aptian","","125","113","29599"
"809197","occ","","","88549","Ceratonykus oculatus","species","145605","Middle Campanian","","83.5","70.6","29706"
"809199","occ","","","88551","Conchoraptor gracilis","species","67259","Middle Campanian","","83.5","70.6","29707"
"809200","occ","","","88554","Therizinosaurus cheloniformis","species","66673","Maastrichtian","","72.1","66","13917"
"809371","occ","","","88583","Gargantuavis philoinos","species","65146","Late Campanian","Early Maastrichtian","83.5","66","13031"
"810684","occ","","","88840","Xiongguanlong baimoensis","species","146100","Aptian","Albian","125","100.5","29791"
"810685","occ","","","88840","Beishanlong grandis","species","146118","Aptian","Albian","125","100.5","29792"
"811327","occ","","","88975","Troodon formosus","species","54818","Late Campanian","Early Maastrichtian","83.5","66","29821"
"811329","occ","","","82783","Shanweiniao cooperorum","species","146357","Early Aptian","","125.45","122.46","29822"
"811339","occ","","","88983","Adeopapposaurus mognai","species","146362","Early Jurassic","","201.3","174.1","29824"
"811553","occ","","","53493","Graciliraptor lujiatunensis","species","146457","Early Aptian","","125.45","122.46","29877"
"811555","occ","","","55713","Erliansaurus bellamanus","species","68374","Middle Campanian","Late Campanian","83.5","70.6","15002"
"811556","occ","","","89050","Daanosaurus zhangi","species","146464","Late Jurassic","","163.5","145","29881"
"811835","occ","","","89156","Sinraptor hepingensis","species","54823","Oxfordian","","163.5","157.3","10371"
"812194","occ","","","55334","Cedarpelta bilbeyhallorum","species","81294","Late Aptian","Early Albian","122.46","109","29935"
"812305","occ","","","61317","Mantellisaurus atherfieldensis","species","64255","Neocomian","Barremian","145","125","29947"
"812453","occ","31187","","89291","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","55385"
"812458","occ","31189","","89293","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","55385"
"816530","occ","31539","","89853","Malawisaurus dixeyi","species","57457","Aptian","","125","113","18591"
"819151","occ","","","90032","Angulomastacator daviesi","species","148540","Middle Campanian","","83.5","70.6","30165"
"819346","occ","","","90046","Rapaxavis pani","species","148717","Aptian","","125","113","30177"
"819582","occ","","","90081","Limusaurus inextricabilis","species","148871","Oxfordian","","163.5","157.3","30210"
"819769","occ","","","90139","Aerosteon riocoloradensis","species","148966","Early Campanian","Middle Campanian","83.5","70.6","30238"
"819844","occ","","","90140","Diamantinasaurus matildae","species","148969","Late Cenomanian","","99.6","93.5","30242"
"819848","occ","","","90140","Australovenator wintonensis","species","148973","Late Cenomanian","","99.6","93.5","30242"
"823902","occ","","","77191","Psittacosaurus mongoliensis","species","52831","Aptian","Albian","125","100.5","30554"
"824852","occ","","","13937","Tianyuraptor ostromi","species","152530","Barremian","","129.4","125","30568"
"824853","occ","","","67611","Sinornithosaurus haoiana","species","152532","Early Aptian","","125.45","122.46","30569"
